Real-time data - subject to revision
Copyright Environment Canada(2024)

"Real-Time Hydrometric Data for SAN JUAN RIVER NEAR PORT RENFREW (08HA010) [BC]"

08HA010,"SAN JUAN RIVER NEAR PORT RENFREW"
Description of parameters:
46,"Water level (unit values)",m

Date (PST),Parameter ,Value (m),Approval,Qualifier
2024-10-30 19:25:00,46,3.047,Provisional,UNSPECIFIED
2024-10-30 19:30:00,46,3.048,Provisional,UNSPECIFIED
2024-10-30 19:35:00,46,3.044,Provisional,UNSPECIFIED
2024-10-30 19:40:00,46,3.050,Provisional,UNSPECIFIED
2024-10-30 19:45:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 19:50:00,46,3.045,Provisional,UNSPECIFIED
2024-10-30 19:55:00,46,3.052,Provisional,UNSPECIFIED
2024-10-30 20:00:00,46,3.053,Provisional,UNSPECIFIED
2024-10-30 20:05:00,46,3.048,Provisional,UNSPECIFIED
2024-10-30 20:10:00,46,3.047,Provisional,UNSPECIFIED
2024-10-30 20:15:00,46,3.049,Provisional,UNSPECIFIED
2024-10-30 20:20:00,46,3.054,Provisional,UNSPECIFIED
2024-10-30 20:25:00,46,3.051,Provisional,UNSPECIFIED
2024-10-30 20:30:00,46,3.055,Provisional,UNSPECIFIED
2024-10-30 20:35:00,46,3.049,Provisional,UNSPECIFIED
2024-10-30 20:40:00,46,3.051,Provisional,UNSPECIFIED
2024-10-30 20:45:00,46,3.052,Provisional,UNSPECIFIED
2024-10-30 20:50:00,46,3.055,Provisional,UNSPECIFIED
2024-10-30 20:55:00,46,3.057,Provisional,UNSPECIFIED
2024-10-30 21:00:00,46,3.052,Provisional,UNSPECIFIED
2024-10-30 21:05:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 21:10:00,46,3.058,Provisional,UNSPECIFIED
2024-10-30 21:15:00,46,3.054,Provisional,UNSPECIFIED
2024-10-30 21:20:00,46,3.053,Provisional,UNSPECIFIED
2024-10-30 21:25:00,46,3.053,Provisional,UNSPECIFIED
2024-10-30 21:30:00,46,3.058,Provisional,UNSPECIFIED
2024-10-30 21:35:00,46,3.060,Provisional,UNSPECIFIED
2024-10-30 21:40:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 21:45:00,46,3.064,Provisional,UNSPECIFIED
2024-10-30 21:50:00,46,3.062,Provisional,UNSPECIFIED
2024-10-30 21:55:00,46,3.057,Provisional,UNSPECIFIED
2024-10-30 22:00:00,46,3.051,Provisional,UNSPECIFIED
2024-10-30 22:05:00,46,3.059,Provisional,UNSPECIFIED
2024-10-30 22:10:00,46,3.057,Provisional,UNSPECIFIED
2024-10-30 22:15:00,46,3.062,Provisional,UNSPECIFIED
2024-10-30 22:20:00,46,3.061,Provisional,UNSPECIFIED
2024-10-30 22:25:00,46,3.062,Provisional,UNSPECIFIED
2024-10-30 22:30:00,46,3.058,Provisional,UNSPECIFIED
2024-10-30 22:35:00,46,3.061,Provisional,UNSPECIFIED
2024-10-30 22:40:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 22:45:00,46,3.058,Provisional,UNSPECIFIED
2024-10-30 22:50:00,46,3.060,Provisional,UNSPECIFIED
2024-10-30 22:55:00,46,3.059,Provisional,UNSPECIFIED
2024-10-30 23:00:00,46,3.057,Provisional,UNSPECIFIED
2024-10-30 23:05:00,46,3.054,Provisional,UNSPECIFIED
2024-10-30 23:10:00,46,3.061,Provisional,UNSPECIFIED
2024-10-30 23:15:00,46,3.054,Provisional,UNSPECIFIED
2024-10-30 23:20:00,46,3.058,Provisional,UNSPECIFIED
2024-10-30 23:25:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 23:30:00,46,3.063,Provisional,UNSPECIFIED
2024-10-30 23:35:00,46,3.062,Provisional,UNSPECIFIED
2024-10-30 23:40:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 23:45:00,46,3.058,Provisional,UNSPECIFIED
2024-10-30 23:50:00,46,3.056,Provisional,UNSPECIFIED
2024-10-30 23:55:00,46,3.059,Provisional,UNSPECIFIED
2024-10-31 00:00:00,46,3.059,Provisional,UNSPECIFIED
2024-10-31 00:05:00,46,3.054,Provisional,UNSPECIFIED
2024-10-31 00:10:00,46,3.057,Provisional,UNSPECIFIED
2024-10-31 00:15:00,46,3.058,Provisional,UNSPECIFIED
2024-10-31 00:20:00,46,3.057,Provisional,UNSPECIFIED
2024-10-31 00:25:00,46,3.059,Provisional,UNSPECIFIED
2024-10-31 00:30:00,46,3.061,Provisional,UNSPECIFIED
2024-10-31 00:35:00,46,3.059,Provisional,UNSPECIFIED
2024-10-31 00:40:00,46,3.056,Provisional,UNSPECIFIED
2024-10-31 00:45:00,46,3.057,Provisional,UNSPECIFIED
2024-10-31 00:50:00,46,3.055,Provisional,UNSPECIFIED
2024-10-31 00:55:00,46,3.058,Provisional,UNSPECIFIED
2024-10-31 01:00:00,46,3.054,Provisional,UNSPECIFIED
2024-10-31 01:05:00,46,3.057,Provisional,UNSPECIFIED
2024-10-31 01:10:00,46,3.055,Provisional,UNSPECIFIED
2024-10-31 01:15:00,46,3.054,Provisional,UNSPECIFIED
2024-10-31 01:20:00,46,3.053,Provisional,UNSPECIFIED
2024-10-31 01:25:00,46,3.063,Provisional,UNSPECIFIED
2024-10-31 01:30:00,46,3.058,Provisional,UNSPECIFIED
2024-10-31 01:35:00,46,3.053,Provisional,UNSPECIFIED
2024-10-31 01:40:00,46,3.053,Provisional,UNSPECIFIED
2024-10-31 01:45:00,46,3.056,Provisional,UNSPECIFIED
2024-10-31 01:50:00,46,3.053,Provisional,UNSPECIFIED
2024-10-31 01:55:00,46,3.054,Provisional,UNSPECIFIED
2024-10-31 02:00:00,46,3.050,Provisional,UNSPECIFIED
2024-10-31 02:05:00,46,3.053,Provisional,UNSPECIFIED
2024-10-31 02:10:00,46,3.057,Provisional,UNSPECIFIED
2024-10-31 02:15:00,46,3.053,Provisional,UNSPECIFIED
2024-10-31 02:20:00,46,3.055,Provisional,UNSPECIFIED
2024-10-31 02:25:00,46,3.057,Provisional,UNSPECIFIED
2024-10-31 02:30:00,46,3.056,Provisional,UNSPECIFIED
2024-10-31 02:35:00,46,3.055,Provisional,UNSPECIFIED
2024-10-31 02:40:00,46,3.056,Provisional,UNSPECIFIED
2024-10-31 02:45:00,46,3.054,Provisional,UNSPECIFIED
2024-10-31 02:50:00,46,3.049,Provisional,UNSPECIFIED
2024-10-31 02:55:00,46,3.054,Provisional,UNSPECIFIED
2024-10-31 03:00:00,46,3.047,Provisional,UNSPECIFIED
2024-10-31 03:05:00,46,3.052,Provisional,UNSPECIFIED
2024-10-31 03:10:00,46,3.056,Provisional,UNSPECIFIED
2024-10-31 03:15:00,46,3.054,Provisional,UNSPECIFIED
2024-10-31 03:20:00,46,3.052,Provisional,UNSPECIFIED
2024-10-31 03:25:00,46,3.057,Provisional,UNSPECIFIED
2024-10-31 03:30:00,46,3.053,Provisional,UNSPECIFIED
2024-10-31 03:35:00,46,3.048,Provisional,UNSPECIFIED
2024-10-31 03:40:00,46,3.053,Provisional,UNSPECIFIED
2024-10-31 03:45:00,46,3.051,Provisional,UNSPECIFIED
2024-10-31 03:50:00,46,3.054,Provisional,UNSPECIFIED
2024-10-31 03:55:00,46,3.047,Provisional,UNSPECIFIED
2024-10-31 04:00:00,46,3.051,Provisional,UNSPECIFIED
2024-10-31 04:05:00,46,3.045,Provisional,UNSPECIFIED
2024-10-31 04:10:00,46,3.045,Provisional,UNSPECIFIED
2024-10-31 04:15:00,46,3.047,Provisional,UNSPECIFIED
2024-10-31 04:20:00,46,3.050,Provisional,UNSPECIFIED
2024-10-31 04:25:00,46,3.048,Provisional,UNSPECIFIED
2024-10-31 04:30:00,46,3.048,Provisional,UNSPECIFIED
2024-10-31 04:35:00,46,3.047,Provisional,UNSPECIFIED
2024-10-31 04:40:00,46,3.042,Provisional,UNSPECIFIED
2024-10-31 04:45:00,46,3.044,Provisional,UNSPECIFIED
2024-10-31 04:50:00,46,3.047,Provisional,UNSPECIFIED
2024-10-31 04:55:00,46,3.045,Provisional,UNSPECIFIED
2024-10-31 05:00:00,46,3.046,Provisional,UNSPECIFIED
2024-10-31 05:05:00,46,3.045,Provisional,UNSPECIFIED
2024-10-31 05:10:00,46,3.044,Provisional,UNSPECIFIED
2024-10-31 05:15:00,46,3.044,Provisional,UNSPECIFIED
2024-10-31 05:20:00,46,3.043,Provisional,UNSPECIFIED
2024-10-31 05:25:00,46,3.043,Provisional,UNSPECIFIED
2024-10-31 05:30:00,46,3.039,Provisional,UNSPECIFIED
2024-10-31 05:35:00,46,3.039,Provisional,UNSPECIFIED
2024-10-31 05:40:00,46,3.040,Provisional,UNSPECIFIED
2024-10-31 05:45:00,46,3.041,Provisional,UNSPECIFIED
2024-10-31 05:50:00,46,3.038,Provisional,UNSPECIFIED
2024-10-31 05:55:00,46,3.038,Provisional,UNSPECIFIED
2024-10-31 06:00:00,46,3.033,Provisional,UNSPECIFIED
2024-10-31 06:05:00,46,3.039,Provisional,UNSPECIFIED
2024-10-31 06:10:00,46,3.042,Provisional,UNSPECIFIED
2024-10-31 06:15:00,46,3.041,Provisional,UNSPECIFIED
2024-10-31 06:20:00,46,3.030,Provisional,UNSPECIFIED
2024-10-31 06:25:00,46,3.032,Provisional,UNSPECIFIED
2024-10-31 06:30:00,46,3.035,Provisional,UNSPECIFIED
2024-10-31 06:35:00,46,3.038,Provisional,UNSPECIFIED
2024-10-31 06:40:00,46,3.038,Provisional,UNSPECIFIED
2024-10-31 06:45:00,46,3.036,Provisional,UNSPECIFIED
2024-10-31 06:50:00,46,3.031,Provisional,UNSPECIFIED
2024-10-31 06:55:00,46,3.030,Provisional,UNSPECIFIED
2024-10-31 07:00:00,46,3.032,Provisional,UNSPECIFIED
2024-10-31 07:05:00,46,3.031,Provisional,UNSPECIFIED
2024-10-31 07:10:00,46,3.031,Provisional,UNSPECIFIED
2024-10-31 07:15:00,46,3.035,Provisional,UNSPECIFIED
2024-10-31 07:20:00,46,3.032,Provisional,UNSPECIFIED
2024-10-31 07:25:00,46,3.030,Provisional,UNSPECIFIED
2024-10-31 07:30:00,46,3.032,Provisional,UNSPECIFIED
2024-10-31 07:35:00,46,3.033,Provisional,UNSPECIFIED
2024-10-31 07:40:00,46,3.028,Provisional,UNSPECIFIED
2024-10-31 07:45:00,46,3.029,Provisional,UNSPECIFIED
2024-10-31 07:50:00,46,3.029,Provisional,UNSPECIFIED
2024-10-31 07:55:00,46,3.025,Provisional,UNSPECIFIED
2024-10-31 08:00:00,46,3.031,Provisional,UNSPECIFIED
2024-10-31 08:05:00,46,3.024,Provisional,UNSPECIFIED
2024-10-31 08:10:00,46,3.027,Provisional,UNSPECIFIED
2024-10-31 08:15:00,46,3.024,Provisional,UNSPECIFIED
2024-10-31 08:20:00,46,3.024,Provisional,UNSPECIFIED
2024-10-31 08:25:00,46,3.027,Provisional,UNSPECIFIED
2024-10-31 08:30:00,46,3.023,Provisional,UNSPECIFIED
2024-10-31 08:35:00,46,3.019,Provisional,UNSPECIFIED
2024-10-31 08:40:00,46,3.021,Provisional,UNSPECIFIED
2024-10-31 08:45:00,46,3.021,Provisional,UNSPECIFIED
2024-10-31 08:50:00,46,3.023,Provisional,UNSPECIFIED
2024-10-31 08:55:00,46,3.021,Provisional,UNSPECIFIED
2024-10-31 09:00:00,46,3.021,Provisional,UNSPECIFIED
2024-10-31 09:05:00,46,3.012,Provisional,UNSPECIFIED
2024-10-31 09:10:00,46,3.019,Provisional,UNSPECIFIED
2024-10-31 09:15:00,46,3.017,Provisional,UNSPECIFIED
2024-10-31 09:20:00,46,3.018,Provisional,UNSPECIFIED
2024-10-31 09:25:00,46,3.016,Provisional,UNSPECIFIED
2024-10-31 09:30:00,46,3.016,Provisional,UNSPECIFIED
2024-10-31 09:35:00,46,3.017,Provisional,UNSPECIFIED
2024-10-31 09:40:00,46,3.015,Provisional,UNSPECIFIED
2024-10-31 09:45:00,46,3.016,Provisional,UNSPECIFIED
2024-10-31 09:50:00,46,3.012,Provisional,UNSPECIFIED
2024-10-31 09:55:00,46,3.017,Provisional,UNSPECIFIED
2024-10-31 10:00:00,46,3.016,Provisional,UNSPECIFIED
2024-10-31 10:05:00,46,3.016,Provisional,UNSPECIFIED
2024-10-31 10:10:00,46,3.013,Provisional,UNSPECIFIED
2024-10-31 10:15:00,46,3.011,Provisional,UNSPECIFIED
2024-10-31 10:20:00,46,3.012,Provisional,UNSPECIFIED
2024-10-31 10:25:00,46,3.009,Provisional,UNSPECIFIED
2024-10-31 10:30:00,46,3.011,Provisional,UNSPECIFIED
2024-10-31 10:35:00,46,3.012,Provisional,UNSPECIFIED
2024-10-31 10:40:00,46,3.008,Provisional,UNSPECIFIED
2024-10-31 10:45:00,46,3.006,Provisional,UNSPECIFIED
2024-10-31 10:50:00,46,3.004,Provisional,UNSPECIFIED
2024-10-31 10:55:00,46,3.010,Provisional,UNSPECIFIED
2024-10-31 11:00:00,46,3.009,Provisional,UNSPECIFIED
2024-10-31 11:05:00,46,3.006,Provisional,UNSPECIFIED
2024-10-31 11:10:00,46,3.010,Provisional,UNSPECIFIED
2024-10-31 11:15:00,46,3.008,Provisional,UNSPECIFIED
2024-10-31 11:20:00,46,3.004,Provisional,UNSPECIFIED
2024-10-31 11:25:00,46,3.004,Provisional,UNSPECIFIED
2024-10-31 11:30:00,46,3.001,Provisional,UNSPECIFIED
2024-10-31 11:35:00,46,3.004,Provisional,UNSPECIFIED
2024-10-31 11:40:00,46,3.006,Provisional,UNSPECIFIED
2024-10-31 11:45:00,46,3.004,Provisional,UNSPECIFIED
2024-10-31 11:50:00,46,3.000,Provisional,UNSPECIFIED
2024-10-31 11:55:00,46,3.002,Provisional,UNSPECIFIED
2024-10-31 12:00:00,46,3.001,Provisional,UNSPECIFIED
2024-10-31 12:05:00,46,3.003,Provisional,UNSPECIFIED
2024-10-31 12:10:00,46,2.998,Provisional,UNSPECIFIED
2024-10-31 12:15:00,46,3.002,Provisional,UNSPECIFIED
2024-10-31 12:20:00,46,3.000,Provisional,UNSPECIFIED
2024-10-31 12:25:00,46,2.996,Provisional,UNSPECIFIED
2024-10-31 12:30:00,46,2.996,Provisional,UNSPECIFIED
2024-10-31 12:35:00,46,2.996,Provisional,UNSPECIFIED
2024-10-31 12:40:00,46,2.993,Provisional,UNSPECIFIED
2024-10-31 12:45:00,46,2.996,Provisional,UNSPECIFIED
2024-10-31 12:50:00,46,2.993,Provisional,UNSPECIFIED
2024-10-31 12:55:00,46,2.997,Provisional,UNSPECIFIED
2024-10-31 13:00:00,46,2.994,Provisional,UNSPECIFIED
2024-10-31 13:05:00,46,2.992,Provisional,UNSPECIFIED
2024-10-31 13:10:00,46,2.992,Provisional,UNSPECIFIED
2024-10-31 13:15:00,46,2.993,Provisional,UNSPECIFIED
2024-10-31 13:20:00,46,2.988,Provisional,UNSPECIFIED
2024-10-31 13:25:00,46,2.995,Provisional,UNSPECIFIED
2024-10-31 13:30:00,46,2.988,Provisional,UNSPECIFIED
2024-10-31 13:35:00,46,2.987,Provisional,UNSPECIFIED
2024-10-31 13:40:00,46,2.988,Provisional,UNSPECIFIED
2024-10-31 13:45:00,46,2.986,Provisional,UNSPECIFIED
2024-10-31 13:50:00,46,2.989,Provisional,UNSPECIFIED
2024-10-31 13:55:00,46,2.991,Provisional,UNSPECIFIED
2024-10-31 14:00:00,46,2.988,Provisional,UNSPECIFIED
2024-10-31 14:05:00,46,2.987,Provisional,UNSPECIFIED
2024-10-31 14:10:00,46,2.983,Provisional,UNSPECIFIED
2024-10-31 14:15:00,46,2.989,Provisional,UNSPECIFIED
2024-10-31 14:20:00,46,2.982,Provisional,UNSPECIFIED
2024-10-31 14:25:00,46,2.986,Provisional,UNSPECIFIED
2024-10-31 14:30:00,46,2.979,Provisional,UNSPECIFIED
2024-10-31 14:35:00,46,2.983,Provisional,UNSPECIFIED
2024-10-31 14:40:00,46,2.978,Provisional,UNSPECIFIED
2024-10-31 14:45:00,46,2.980,Provisional,UNSPECIFIED
2024-10-31 14:50:00,46,2.979,Provisional,UNSPECIFIED
2024-10-31 14:55:00,46,2.981,Provisional,UNSPECIFIED
2024-10-31 15:00:00,46,2.977,Provisional,UNSPECIFIED
2024-10-31 15:05:00,46,2.982,Provisional,UNSPECIFIED
2024-10-31 15:10:00,46,2.977,Provisional,UNSPECIFIED
2024-10-31 15:15:00,46,2.975,Provisional,UNSPECIFIED
2024-10-31 15:20:00,46,2.979,Provisional,UNSPECIFIED
2024-10-31 15:25:00,46,2.976,Provisional,UNSPECIFIED
2024-10-31 15:30:00,46,2.977,Provisional,UNSPECIFIED
2024-10-31 15:35:00,46,2.969,Provisional,UNSPECIFIED
2024-10-31 15:40:00,46,2.976,Provisional,UNSPECIFIED
2024-10-31 15:45:00,46,2.976,Provisional,UNSPECIFIED
2024-10-31 15:50:00,46,2.977,Provisional,UNSPECIFIED
2024-10-31 15:55:00,46,2.972,Provisional,UNSPECIFIED
2024-10-31 16:00:00,46,2.975,Provisional,UNSPECIFIED
2024-10-31 16:05:00,46,2.974,Provisional,UNSPECIFIED
2024-10-31 16:10:00,46,2.971,Provisional,UNSPECIFIED
2024-10-31 16:15:00,46,2.971,Provisional,UNSPECIFIED
2024-10-31 16:20:00,46,2.969,Provisional,UNSPECIFIED
2024-10-31 16:25:00,46,2.973,Provisional,UNSPECIFIED
2024-10-31 16:30:00,46,2.968,Provisional,UNSPECIFIED
2024-10-31 16:35:00,46,2.968,Provisional,UNSPECIFIED
2024-10-31 16:40:00,46,2.970,Provisional,UNSPECIFIED
2024-10-31 16:45:00,46,2.966,Provisional,UNSPECIFIED
2024-10-31 16:50:00,46,2.963,Provisional,UNSPECIFIED
2024-10-31 16:55:00,46,2.965,Provisional,UNSPECIFIED
2024-10-31 17:00:00,46,2.968,Provisional,UNSPECIFIED
2024-10-31 17:05:00,46,2.965,Provisional,UNSPECIFIED
2024-10-31 17:10:00,46,2.967,Provisional,UNSPECIFIED
2024-10-31 17:15:00,46,2.967,Provisional,UNSPECIFIED
2024-10-31 17:20:00,46,2.964,Provisional,UNSPECIFIED
2024-10-31 17:25:00,46,2.963,Provisional,UNSPECIFIED
2024-10-31 17:30:00,46,2.963,Provisional,UNSPECIFIED
2024-10-31 17:35:00,46,2.963,Provisional,UNSPECIFIED
2024-10-31 17:40:00,46,2.967,Provisional,UNSPECIFIED
2024-10-31 17:45:00,46,2.965,Provisional,UNSPECIFIED
2024-10-31 17:50:00,46,2.962,Provisional,UNSPECIFIED
2024-10-31 17:55:00,46,2.959,Provisional,UNSPECIFIED
2024-10-31 18:00:00,46,2.963,Provisional,UNSPECIFIED
2024-10-31 18:05:00,46,2.958,Provisional,UNSPECIFIED
2024-10-31 18:10:00,46,2.959,Provisional,UNSPECIFIED
2024-10-31 18:15:00,46,2.957,Provisional,UNSPECIFIED
2024-10-31 18:20:00,46,2.958,Provisional,UNSPECIFIED
2024-10-31 18:25:00,46,2.958,Provisional,UNSPECIFIED
2024-10-31 18:30:00,46,2.953,Provisional,UNSPECIFIED
2024-10-31 18:35:00,46,2.960,Provisional,UNSPECIFIED
2024-10-31 18:40:00,46,2.958,Provisional,UNSPECIFIED
2024-10-31 18:45:00,46,2.955,Provisional,UNSPECIFIED
2024-10-31 18:50:00,46,2.954,Provisional,UNSPECIFIED
2024-10-31 18:55:00,46,2.953,Provisional,UNSPECIFIED
2024-10-31 19:00:00,46,2.951,Provisional,UNSPECIFIED
2024-10-31 19:05:00,46,2.953,Provisional,UNSPECIFIED
2024-10-31 19:10:00,46,2.956,Provisional,UNSPECIFIED
2024-10-31 19:15:00,46,2.954,Provisional,UNSPECIFIED
2024-10-31 19:20:00,46,2.952,Provisional,UNSPECIFIED
2024-10-31 19:25:00,46,2.951,Provisional,UNSPECIFIED
2024-10-31 19:30:00,46,2.952,Provisional,UNSPECIFIED
2024-10-31 19:35:00,46,2.949,Provisional,UNSPECIFIED
2024-10-31 19:40:00,46,2.951,Provisional,UNSPECIFIED
2024-10-31 19:45:00,46,2.948,Provisional,UNSPECIFIED
2024-10-31 19:50:00,46,2.950,Provisional,UNSPECIFIED
2024-10-31 19:55:00,46,2.949,Provisional,UNSPECIFIED
2024-10-31 20:00:00,46,2.948,Provisional,UNSPECIFIED
2024-10-31 20:05:00,46,2.945,Provisional,UNSPECIFIED
2024-10-31 20:10:00,46,2.945,Provisional,UNSPECIFIED
2024-10-31 20:15:00,46,2.945,Provisional,UNSPECIFIED
2024-10-31 20:20:00,46,2.947,Provisional,UNSPECIFIED
2024-10-31 20:25:00,46,2.944,Provisional,UNSPECIFIED
2024-10-31 20:30:00,46,2.943,Provisional,UNSPECIFIED
2024-10-31 20:35:00,46,2.943,Provisional,UNSPECIFIED
2024-10-31 20:40:00,46,2.943,Provisional,UNSPECIFIED
2024-10-31 20:45:00,46,2.940,Provisional,UNSPECIFIED
2024-10-31 20:50:00,46,2.941,Provisional,UNSPECIFIED
2024-10-31 20:55:00,46,2.941,Provisional,UNSPECIFIED
2024-10-31 21:00:00,46,2.944,Provisional,UNSPECIFIED
2024-10-31 21:05:00,46,2.942,Provisional,UNSPECIFIED
2024-10-31 21:10:00,46,2.943,Provisional,UNSPECIFIED
2024-10-31 21:15:00,46,2.941,Provisional,UNSPECIFIED
2024-10-31 21:20:00,46,2.939,Provisional,UNSPECIFIED
2024-10-31 21:25:00,46,2.940,Provisional,UNSPECIFIED
2024-10-31 21:30:00,46,2.942,Provisional,UNSPECIFIED
2024-10-31 21:35:00,46,2.939,Provisional,UNSPECIFIED
2024-10-31 21:40:00,46,2.935,Provisional,UNSPECIFIED
2024-10-31 21:45:00,46,2.932,Provisional,UNSPECIFIED
2024-10-31 21:50:00,46,2.939,Provisional,UNSPECIFIED
2024-10-31 21:55:00,46,2.938,Provisional,UNSPECIFIED
2024-10-31 22:00:00,46,2.939,Provisional,UNSPECIFIED
2024-10-31 22:05:00,46,2.932,Provisional,UNSPECIFIED
2024-10-31 22:10:00,46,2.936,Provisional,UNSPECIFIED
2024-10-31 22:15:00,46,2.936,Provisional,UNSPECIFIED
2024-10-31 22:20:00,46,2.933,Provisional,UNSPECIFIED
2024-10-31 22:25:00,46,2.936,Provisional,UNSPECIFIED
2024-10-31 22:30:00,46,2.932,Provisional,UNSPECIFIED
2024-10-31 22:35:00,46,2.934,Provisional,UNSPECIFIED
2024-10-31 22:40:00,46,2.931,Provisional,UNSPECIFIED
2024-10-31 22:45:00,46,2.935,Provisional,UNSPECIFIED
2024-10-31 22:50:00,46,2.934,Provisional,UNSPECIFIED
2024-10-31 22:55:00,46,2.929,Provisional,UNSPECIFIED
2024-10-31 23:00:00,46,2.930,Provisional,UNSPECIFIED
2024-10-31 23:05:00,46,2.932,Provisional,UNSPECIFIED
2024-10-31 23:10:00,46,2.929,Provisional,UNSPECIFIED
2024-10-31 23:15:00,46,2.933,Provisional,UNSPECIFIED
2024-10-31 23:20:00,46,2.931,Provisional,UNSPECIFIED
2024-10-31 23:25:00,46,2.929,Provisional,UNSPECIFIED
2024-10-31 23:30:00,46,2.929,Provisional,UNSPECIFIED
2024-10-31 23:35:00,46,2.932,Provisional,UNSPECIFIED
2024-10-31 23:40:00,46,2.930,Provisional,UNSPECIFIED
2024-10-31 23:45:00,46,2.923,Provisional,UNSPECIFIED
2024-10-31 23:50:00,46,2.926,Provisional,UNSPECIFIED
2024-10-31 23:55:00,46,2.929,Provisional,UNSPECIFIED
2024-11-01 00:00:00,46,2.927,Provisional,UNSPECIFIED
2024-11-01 00:05:00,46,2.925,Provisional,UNSPECIFIED
2024-11-01 00:10:00,46,2.927,Provisional,UNSPECIFIED
2024-11-01 00:15:00,46,2.928,Provisional,UNSPECIFIED
2024-11-01 00:20:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 00:25:00,46,2.928,Provisional,UNSPECIFIED
2024-11-01 00:30:00,46,2.925,Provisional,UNSPECIFIED
2024-11-01 00:35:00,46,2.928,Provisional,UNSPECIFIED
2024-11-01 00:40:00,46,2.925,Provisional,UNSPECIFIED
2024-11-01 00:45:00,46,2.925,Provisional,UNSPECIFIED
2024-11-01 00:50:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 00:55:00,46,2.925,Provisional,UNSPECIFIED
2024-11-01 01:00:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 01:05:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 01:10:00,46,2.922,Provisional,UNSPECIFIED
2024-11-01 01:15:00,46,2.926,Provisional,UNSPECIFIED
2024-11-01 01:20:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 01:25:00,46,2.923,Provisional,UNSPECIFIED
2024-11-01 01:30:00,46,2.921,Provisional,UNSPECIFIED
2024-11-01 01:35:00,46,2.924,Provisional,UNSPECIFIED
2024-11-01 01:40:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 01:45:00,46,2.921,Provisional,UNSPECIFIED
2024-11-01 01:50:00,46,2.923,Provisional,UNSPECIFIED
2024-11-01 01:55:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 02:00:00,46,2.921,Provisional,UNSPECIFIED
2024-11-01 02:05:00,46,2.922,Provisional,UNSPECIFIED
2024-11-01 02:10:00,46,2.920,Provisional,UNSPECIFIED
2024-11-01 02:15:00,46,2.920,Provisional,UNSPECIFIED
2024-11-01 02:20:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 02:25:00,46,2.920,Provisional,UNSPECIFIED
2024-11-01 02:30:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 02:35:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 02:40:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 02:45:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 02:50:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 02:55:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 03:00:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 03:05:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 03:10:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 03:15:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 03:20:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 03:25:00,46,2.919,Provisional,UNSPECIFIED
2024-11-01 03:30:00,46,2.917,Provisional,UNSPECIFIED
2024-11-01 03:35:00,46,2.914,Provisional,UNSPECIFIED
2024-11-01 03:40:00,46,2.918,Provisional,UNSPECIFIED
2024-11-01 03:45:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 03:50:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 03:55:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 04:00:00,46,2.914,Provisional,UNSPECIFIED
2024-11-01 04:05:00,46,2.915,Provisional,UNSPECIFIED
2024-11-01 04:10:00,46,2.916,Provisional,UNSPECIFIED
2024-11-01 04:15:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 04:20:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 04:25:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 04:30:00,46,2.914,Provisional,UNSPECIFIED
2024-11-01 04:35:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 04:40:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 04:45:00,46,2.912,Provisional,UNSPECIFIED
2024-11-01 04:50:00,46,2.913,Provisional,UNSPECIFIED
2024-11-01 04:55:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 05:00:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 05:05:00,46,2.911,Provisional,UNSPECIFIED
2024-11-01 05:10:00,46,2.910,Provisional,UNSPECIFIED
2024-11-01 05:15:00,46,2.912,Provisional,UNSPECIFIED
