"ec5_form3_uuid","ec5_form2_uuid","created_at","date","uploaded_at","created_by","title","X242_Species","X243_Life_Stage","X244_List","X245_Is_this_fish_a_r","X246_Recaptured_PIT_T","X248_Adipose_Clip_Sta","X249_Fork_Length_mm","X250_Height_mm","X251_Weight_g","X252_Are_you_collecti","X254_DNA_sample__What","X255_Gill_Vial_","X256_Time_gill_sample","X258_Clinical_Signs_c","X259__of_Adult_Motile","X260_Clinical_Comment","X261_Are_you_PIT_tagg","X263_PIT_tag_tray__Ph","X264_PIT_Tag__last_4_","X265_PIT_Tag_Comments","X266_Is_this_a_lethal","X268_Lethal_Sample_","X269_Type_of_Lethal_S","X271_Fish_Photo_clini","X272_Comments","ec5_form1_uuid","X2_Date","X5_Survey_Location_ri","UTM_Northing_99_Coordinates","UTM_Easting_99_Coordinates","geometry","lat","long"
"f875b414-a72c-4911-be22-71feddeeac39","72137fe5-4daa-41a6-8095-53e066c4d52f","2024-07-15T20:43:22.000Z",2024-07-15,"2024-07-16T14:43:43.000Z","jonat192@gmail.com","Chinook","Chinook","Smolt","","No",NA,"Clipped",131,30,NA,"Yes","SJ24-PRS266","","","",NA,"","",NA,NA,NA,"No","","","","","1ff234ec-819a-4848-9fa4-03952dce9ad1",2024-07-15,"PSJ-PRS4 Jap Rock",5379961,393608,c(-124.442050446679, 48.5637084412832),48.5637084412832,-124.442050446679
"7d6c84ec-3c6f-4f9b-baf1-3e02db4d8821","72137fe5-4daa-41a6-8095-53e066c4d52f","2024-07-15T20:42:40.000Z",2024-07-15,"2024-07-16T14:43:42.000Z","jonat192@gmail.com","Chinook","Chinook","Smolt","","No",NA,"Not clipped",110,16,NA,"Yes","SJ24-PRS265","","","",NA,"","",NA,NA,NA,"No","","","","","1ff234ec-819a-4848-9fa4-03952dce9ad1",2024-07-15,"PSJ-PRS4 Jap Rock",5379961,393608,c(-124.442050446679, 48.5637084412832),48.5637084412832,-124.442050446679
"ea9752f0-9516-4690-9b0f-59963a630224","71e69a08-1a6f-4553-a6c3-a092a70aed67","2024-07-15T21:19:14.000Z",2024-07-15,"2024-07-16T14:43:56.000Z","jonat192@gmail.com","Other","Other","Adult","Perch","No",NA,"Not clipped",230,80,NA,"No","","","","",NA,"","",NA,NA,NA,"No","","","","","fb72096f-b2ae-47db-a404-9b2011839573",2024-07-15,"PSJ-PRS Offshore A",5379824,394785,c(-124.426067775696, 48.5626749984605),48.5626749984605,-124.426067775696
"910e7f20-b194-4226-b00f-0b4f7b1aa92a","71e69a08-1a6f-4553-a6c3-a092a70aed67","2024-07-15T21:18:12.000Z",2024-07-15,"2024-07-16T14:43:55.000Z","jonat192@gmail.com","Other","Other","Adult","Perch","No",NA,"Not clipped",230,75,NA,"No","","","","",NA,"","",NA,NA,NA,"No","","","","","fb72096f-b2ae-47db-a404-9b2011839573",2024-07-15,"PSJ-PRS Offshore A",5379824,394785,c(-124.426067775696, 48.5626749984605),48.5626749984605,-124.426067775696
"472ac0fa-ad1a-4745-9a20-fd4781821832","71e69a08-1a6f-4553-a6c3-a092a70aed67","2024-07-15T21:17:36.000Z",2024-07-15,"2024-07-16T14:43:54.000Z","jonat192@gmail.com","Other","Other","Adult","Perch","No",NA,"Not clipped",210,75,NA,"No","","","","",NA,"","",NA,NA,NA,"No","","","","","fb72096f-b2ae-47db-a404-9b2011839573",2024-07-15,"PSJ-PRS Offshore A",5379824,394785,c(-124.426067775696, 48.5626749984605),48.5626749984605,-124.426067775696
"88411a3d-220c-4b9d-bcdc-fff7df63eada","71e69a08-1a6f-4553-a6c3-a092a70aed67","2024-07-15T21:15:23.000Z",2024-07-15,"2024-07-16T14:43:51.000Z","jonat192@gmail.com","Chinook","Chinook","Smolt","","No",NA,"Not clipped",125,29,NA,"Yes","SJ24-PRS268","","","Sea lice",NA,"","",NA,NA,NA,"No","","","","","fb72096f-b2ae-47db-a404-9b2011839573",2024-07-15,"PSJ-PRS Offshore A",5379824,394785,c(-124.426067775696, 48.5626749984605),48.5626749984605,-124.426067775696
"972c1715-e976-49c4-886c-943cdf6d54a2","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T16:51:31.000Z",2024-08-26,"2024-08-26T23:34:49.000Z","katie.davidson92@gmail.com","Chinook 129 SJ24-PRS269","Chinook","Smolt","","No",NA,"Not clipped",129,22,NA,"Yes","SJ24-PRS269","","9:50","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"2e741f99-1fa8-4ea5-bce5-44e75c42f2f4","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T16:53:47.000Z",2024-08-26,"2024-08-26T23:34:51.000Z","katie.davidson92@gmail.com","Chinook 134 SJ24-PRS270","Chinook","Smolt","","No",NA,"Not clipped",134,28,NA,"Yes","SJ24-PRS270","","9:53","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"3431130a-9755-4710-9864-e79b00bc5ad6","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T16:55:23.000Z",2024-08-26,"2024-08-26T23:34:53.000Z","katie.davidson92@gmail.com","Coho 120 SJ24-PRS271","Coho","Smolt","","No",NA,"Not clipped",120,26,NA,"Yes","SJ24-PRS271","","9:54","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"269561ba-fd02-4aff-a10e-29c05de9158d","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T16:58:06.000Z",2024-08-26,"2024-08-26T23:34:56.000Z","katie.davidson92@gmail.com","Chinook 118 SJ24-PRS272","Chinook","Smolt","","No",NA,"Not clipped",118,22,NA,"Yes","SJ24-PRS272","","9:56","",NA,"","No",NA,NA,NA,"Yes","SJ24-PRS272","Random","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"3fee87ad-1745-4048-8192-f5748467329e","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T16:59:51.000Z",2024-08-26,"2024-08-26T23:34:57.000Z","katie.davidson92@gmail.com","Chinook 139 SJ24-PRS273","Chinook","Smolt","","Yes, anal fin clipped",NA,"Clipped",139,28,NA,"Yes","SJ24-PRS273","","9:59","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"d97ad084-5b20-4fd6-a20c-c2844be40398","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:01:40.000Z",2024-08-26,"2024-08-26T23:34:59.000Z","katie.davidson92@gmail.com","Chum 128","Chum","Smolt","","No",NA,"Not clipped",128,20,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"3e8e2a08-9914-4035-ba6a-c6dcd221a58e","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:03:13.000Z",2024-08-26,"2024-08-26T23:35:02.000Z","katie.davidson92@gmail.com","Chum 140","Chum","Smolt","","No",NA,"Not clipped",140,24,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"011e171b-0134-4c35-b642-bf186a4fbb7b","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:05:08.000Z",2024-08-26,"2024-08-26T23:35:04.000Z","katie.davidson92@gmail.com","Chum 139","Chum","Smolt","","No",NA,"Not clipped",139,24,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"cacf90cd-f43f-428f-acd6-bf2cb9d43d5b","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:07:38.000Z",2024-08-26,"2024-08-26T23:35:06.000Z","katie.davidson92@gmail.com","Chum 126","Chum","Smolt","","No",NA,"Not clipped",126,20,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"b1709ba6-fa9a-4886-b811-56055b184935","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:08:59.000Z",2024-08-26,"2024-08-26T23:35:08.000Z","katie.davidson92@gmail.com","Chum 135 SJ24-PRS274","Chum","Smolt","","No",NA,"Not clipped",135,22,NA,"Yes","SJ24-PRS274","","10:08","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"e2f520bd-f34e-470c-b21c-81fd67affbb1","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:10:50.000Z",2024-08-26,"2024-08-26T23:35:10.000Z","katie.davidson92@gmail.com","Chum 126 SJ24-PRS275","Chum","Smolt","","No",NA,"Not clipped",126,20,NA,"Yes","SJ24-PRS275","","10:11","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"292ea550-50b1-4258-9e22-88203868d254","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:11:31.000Z",2024-08-26,"2024-08-26T23:35:12.000Z","katie.davidson92@gmail.com","Coho 154 SJ24-PRS276","Coho","Smolt","","No",NA,"Not clipped",154,26,NA,"Yes","SJ24-PRS276","","10:13","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"0d7d2292-2673-4d7c-bc0e-9f0826f88c13","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:15:33.000Z",2024-08-26,"2024-08-26T23:35:14.000Z","katie.davidson92@gmail.com","Chum 133","Chum","Smolt","","No",NA,"Not clipped",133,22,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"d3a676dc-8964-4697-bc31-b8414778bbc5","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:18:04.000Z",2024-08-26,"2024-08-26T23:35:16.000Z","katie.davidson92@gmail.com","Chinook 162 SJ24-PRS277","Chinook","Smolt","","No",NA,"Not clipped",162,40,NA,"Yes","SJ24-PRS277","","10:17","",NA,"","No",NA,NA,NA,"No","","","","","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"b1d2d4af-7270-429b-8ed4-34cc36887a65","f25a22ed-191a-42f5-9cf4-e438f8da255f","2024-08-26T17:20:00.000Z",2024-08-26,"2024-08-26T23:35:18.000Z","katie.davidson92@gmail.com","Chinook 202 SJ24-PRS278","Chinook","Smolt","","Yes, anal fin clipped",NA,"Clipped",202,28,NA,"Yes","SJ24-PRS278","","10:19","",NA,"","No",NA,NA,NA,"No","","","","CWT detected","c04d835a-1beb-4b40-b238-4de16699b016",2024-08-26,"PSJ-PRS1 PRCD",5379085,394955,c(-124.42357782507, 48.5560572928009),48.5560572928009,-124.42357782507
"e97a0524-8e90-44e9-9108-cab187f488de","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T17:51:49.000Z",2024-08-26,"2024-08-26T23:34:03.000Z","katie.davidson92@gmail.com","Chum 165 Sj24-prs279","Chum","Smolt","","No",NA,"Not clipped",165,30,NA,"Yes","SJ24-PRS279","","10:50","",1,"Split fins","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"6b01ab94-95f5-452a-b77f-5f1352d4c4cc","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T17:53:00.000Z",2024-08-26,"2024-08-26T23:34:06.000Z","katie.davidson92@gmail.com","Chum 140","Chum","Smolt","","No",NA,"Not clipped",140,26,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"e491d1b9-8732-439b-aa0d-5ba2e4abf4ea","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T17:56:13.000Z",2024-08-26,"2024-08-26T23:34:08.000Z","katie.davidson92@gmail.com","Chum 156","Chum","Smolt","","No",NA,"Not clipped",156,28,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"b4388a30-a7cf-41bf-9a35-1cc1b92992ad","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T17:57:14.000Z",2024-08-26,"2024-08-26T23:34:10.000Z","katie.davidson92@gmail.com","Chum 146","Chum","Smolt","","No",NA,"Not clipped",146,26,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"638d3814-0449-4836-be94-a1b5749e49b7","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:00:34.000Z",2024-08-26,"2024-08-26T23:34:13.000Z","katie.davidson92@gmail.com","Chinook 136 Sj24-prs280","Chinook","Smolt","","No",NA,"Not clipped",136,30,NA,"Yes","SJ24-PRS280","","10:59","",0,"","No",NA,NA,NA,"Yes","SJ24-PRS280","Random","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"85772703-e2ac-4871-a023-07da69d41b88","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:02:22.000Z",2024-08-26,"2024-08-26T23:34:15.000Z","katie.davidson92@gmail.com","Chum 168","Chum","Smolt","","No",NA,"Not clipped",168,30,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"378e32cb-3bd8-46b6-bd0a-771343df5982","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:05:32.000Z",2024-08-26,"2024-08-26T23:34:17.000Z","katie.davidson92@gmail.com","Chum 134","Chum","Smolt","","No",NA,"Not clipped",134,22,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","2 lice","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"17554e76-3fff-42cf-a6d8-64700b98c284","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:07:39.000Z",2024-08-26,"2024-08-26T23:34:19.000Z","katie.davidson92@gmail.com","Chum 156","Chum","Smolt","","No",NA,"Not clipped",156,28,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","0 lice","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"056edbed-8621-49a6-b85e-493f577a70be","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:10:28.000Z",2024-08-26,"2024-08-26T23:34:21.000Z","katie.davidson92@gmail.com","Chum 166","Chum","Smolt","","No",NA,"Not clipped",166,32,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"af050279-c856-49be-a566-cf98a00ccc1e","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:13:43.000Z",2024-08-26,"2024-08-26T23:34:23.000Z","katie.davidson92@gmail.com","Chum 134","Chum","Smolt","","No",NA,"Not clipped",134,24,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"8ebd21a4-ba5e-4cf4-bf22-e2929b96b8a6","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:15:48.000Z",2024-08-26,"2024-08-26T23:34:25.000Z","katie.davidson92@gmail.com","Chinook 124 Sj24-prs281","Chinook","Smolt","","No",NA,"Not clipped",124,26,NA,"Yes","SJ24-PRS281","","11:15","",2,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"f35400f6-e425-4d2d-af87-c69f271adde1","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:18:12.000Z",2024-08-26,"2024-08-26T23:34:27.000Z","katie.davidson92@gmail.com","Chinook 126 Sj24-prs282","Chinook","Smolt","","No",NA,"Not clipped",126,28,NA,"Yes","SJ24-PRS282","","11:17","",1,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"f1178e6c-c002-406a-8cdc-1ec151751234","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:20:19.000Z",2024-08-26,"2024-08-26T23:34:29.000Z","katie.davidson92@gmail.com","Chum 143","Chum","Smolt","","No",NA,"Not clipped",143,26,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","3 lice","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"d1bdd850-4d11-4acf-a311-be5fc25bce3d","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:22:04.000Z",2024-08-26,"2024-08-26T23:34:31.000Z","katie.davidson92@gmail.com","Chum 146","Chum","Smolt","","No",NA,"Not clipped",146,28,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","2 lice","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"99587bfb-084c-4819-81d2-a3b9dd7667e2","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:24:43.000Z",2024-08-26,"2024-08-26T23:34:33.000Z","katie.davidson92@gmail.com","Chinook 126 Sj24-prs283","Chinook","Smolt","","No",NA,"Not clipped",126,26,NA,"Yes","SJ24-PRS283","","11:24","",3,"","No",NA,NA,NA,"Yes","SJ24-PRS283","Random","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"60f29f4b-be1f-4158-8bfa-d372a253665b","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:27:37.000Z",2024-08-26,"2024-08-26T23:34:35.000Z","katie.davidson92@gmail.com","Chum 132 Sj24-prs284","Chum","Smolt","","No",NA,"Not clipped",132,24,NA,"Yes","SJ24-PRS284","","11:27","",4,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"01dde1c9-9452-499b-a48b-5b7259f6cad9","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:30:40.000Z",2024-08-26,"2024-08-26T23:34:37.000Z","katie.davidson92@gmail.com","Chum 148","Chum","Smolt","","No",NA,"Not clipped",148,26,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","2 lice","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"b3ce3172-5035-46fd-925d-17f026bb493f","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:32:19.000Z",2024-08-26,"2024-08-26T23:34:39.000Z","katie.davidson92@gmail.com","Chum 144","Chum","Smolt","","No",NA,"Not clipped",144,24,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"6145a7a1-4589-4003-b91a-fdcdc366892c","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:34:41.000Z",2024-08-26,"2024-08-26T23:34:41.000Z","katie.davidson92@gmail.com","Chum 150","Chum","Smolt","","No",NA,"Not clipped",150,26,NA,"No","","","","",NA,"","No",NA,NA,NA,"No","","","","2 lice","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"35cd9294-2f3d-465d-8112-972670dae747","23b95128-1a03-4380-93b2-c28b4117f037","2024-08-26T18:36:34.000Z",2024-08-26,"2024-08-26T23:34:43.000Z","katie.davidson92@gmail.com","Chinook 128 Sj24-prs285","Chinook","Smolt","","No",NA,"Not clipped",128,26,NA,"Yes","SJ24-PRS285","","11:36","",3,"","No",NA,NA,NA,"No","","","","","0f7b35d4-7603-476f-8a1b-c33017f47731",2024-08-26,"PSJ-PRS2 Mill Bay",5378355,393597,c(-124.441788930284, 48.5492630779194),48.5492630779194,-124.441788930284
"3be2eb2d-5ed7-4367-b7e8-b0b5be0d8fea","0af41fdf-0e95-4576-8c2d-2eafd6950dad","2024-08-26T20:12:07.000Z",2024-08-26,"2024-08-26T23:35:34.000Z","katie.davidson92@gmail.com","Chinook 134 SJ24-PRS286","Chinook","Smolt","","No",NA,"Not clipped",134,28,NA,"Yes","SJ24-PRS286","SJ24-PRS286","13:09","Parasites",1,"","No",NA,NA,NA,"Yes","SJ24-PRS286","Random","","","dceebb1a-3f7d-4ea0-b553-c0ae5910bde0",2024-08-26,"PSJ-PRS4 Jap Rock",5379916,393552,c(-124.442797713701, 48.5632942288488),48.5632942288488,-124.442797713701
"1ce8b3f2-2102-436e-be30-65b9f509b461","0af41fdf-0e95-4576-8c2d-2eafd6950dad","2024-08-26T20:14:56.000Z",2024-08-26,"2024-08-26T23:40:29.000Z","katie.davidson92@gmail.com","Chinook 146 SJ24-PRS287","Chinook","Smolt","","Yes, anal fin clipped",NA,"Clipped",146,30,NA,"Yes","SJ24-PRS287","","13:13","",NA,"","No",NA,NA,NA,"No","","","","Cwt detected","dceebb1a-3f7d-4ea0-b553-c0ae5910bde0",2024-08-26,"PSJ-PRS4 Jap Rock",5379916,393552,c(-124.442797713701, 48.5632942288488),48.5632942288488,-124.442797713701
"3e951c73-45a1-4710-a9de-215fce2d362f","0af41fdf-0e95-4576-8c2d-2eafd6950dad","2024-08-26T20:17:49.000Z",2024-08-26,"2024-08-26T23:35:36.000Z","katie.davidson92@gmail.com","Chinook 124 SJ24-PRS288","Chinook","Smolt","","No",NA,"Not clipped",124,26,NA,"Yes","SJ24-PRS288","SJ24-PRS288","13:15","Parasites",NA,"","No",NA,NA,NA,"No","","","","","dceebb1a-3f7d-4ea0-b553-c0ae5910bde0",2024-08-26,"PSJ-PRS4 Jap Rock",5379916,393552,c(-124.442797713701, 48.5632942288488),48.5632942288488,-124.442797713701
"f6fc9b23-3791-48a0-afba-6716188a1826","0af41fdf-0e95-4576-8c2d-2eafd6950dad","2024-08-26T20:20:43.000Z",2024-08-26,"2024-08-26T23:35:37.000Z","katie.davidson92@gmail.com","Chinook 142 SJ24-PRS289","Chinook","Smolt","","No",NA,"Not clipped",142,29,NA,"Yes","SJ24-PRS289","SJ24-PRS289","13:18","",NA,"","No",NA,NA,NA,"Yes","SJ24-PRS289","Random","","","dceebb1a-3f7d-4ea0-b553-c0ae5910bde0",2024-08-26,"PSJ-PRS4 Jap Rock",5379916,393552,c(-124.442797713701, 48.5632942288488),48.5632942288488,-124.442797713701
"9134154d-4884-4610-a1da-883320907b3c","0af41fdf-0e95-4576-8c2d-2eafd6950dad","2024-08-26T20:24:11.000Z",2024-08-26,"2024-08-26T23:35:40.000Z","katie.davidson92@gmail.com","Chinook 139 SJ24-PRS289","Chinook","Smolt","","No",NA,"Not clipped",139,29,NA,"Yes","SJ24-PRS289","SJ24-PRS289","13:22","",NA,"","No",NA,NA,NA,"Yes","SJ24-PRS289","Random","","","dceebb1a-3f7d-4ea0-b553-c0ae5910bde0",2024-08-26,"PSJ-PRS4 Jap Rock",5379916,393552,c(-124.442797713701, 48.5632942288488),48.5632942288488,-124.442797713701
"db721f37-fddc-42e3-be16-8f99f67a833c","0af41fdf-0e95-4576-8c2d-2eafd6950dad","2024-08-26T20:27:07.000Z",2024-08-26,"2024-08-26T23:35:42.000Z","katie.davidson92@gmail.com","Chinook 30 SJ24-PRS","Chinook","Smolt","","No",NA,"Not clipped",134,30,NA,"Yes","SJ24-PRS","","13:24","",NA,"Vials got offset here. Next sample is good","No",NA,NA,NA,"No","","","","","dceebb1a-3f7d-4ea0-b553-c0ae5910bde0",2024-08-26,"PSJ-PRS4 Jap Rock",5379916,393552,c(-124.442797713701, 48.5632942288488),48.5632942288488,-124.442797713701
