ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,created_by,title,242_Species,243_Life_Stage,244_List,248_Adipose_Clip_Sta,249_Fork_Length_mm,250_Height_mm,251_Weight_g,252_Are_you_collecti,254_DNA_sample__What,255_Gill_Vial_,256_Time_gill_sample,258_Clinical_Signs_c,259__of_Adult_Motile,260_Clinical_Comment,266_Is_this_a_lethal,268_Lethal_Sample_,269_Type_of_Lethal_S,271_Fish_Photo_clini,272_Comments
536b8864-1eee-4d07-b5b6-cd3d98a5d129,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:57:29.516Z,2024-03-28T01:26:35.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.47,No,,,,NA,NA,NA,No,,,NA,
56e7e2b9-9eab-4f5c-98bf-a6522003da0e,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:58:18.620Z,2024-03-28T01:26:37.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
acebea3f-26a4-43d5-b6a2-42e30c3c68b2,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:59:01.187Z,2024-03-28T01:26:39.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.4,No,,,,NA,NA,NA,No,,,NA,
bfb276b0-3959-4e31-a1e8-ffb6a7437f2d,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T16:59:52.495Z,2024-03-28T01:26:41.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,38,NA,0.52,No,,,,NA,NA,NA,No,,,NA,
2e62aab6-91c9-468c-8dc1-afdbbc047126,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:01:39.908Z,2024-03-28T01:26:43.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,37,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
e5a90be6-8e4f-4413-9443-39c587d132b7,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:02:39.565Z,2024-03-28T01:26:46.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.48,No,,,,NA,NA,NA,No,,,NA,
d7677596-de83-45fb-aa79-997bce795e4b,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:03:12.269Z,2024-03-28T01:26:48.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.56,No,,,,NA,NA,NA,No,,,NA,
cd42559c-0b22-4fed-bd7d-5a017ae8a99b,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:04:00.319Z,2024-03-28T01:26:50.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,38,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
04410e01-28ce-4adf-af46-42049ca17337,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:04:48.829Z,2024-03-28T01:26:52.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.59,No,,,,NA,NA,NA,No,,,NA,
1e8adb0b-984c-46b7-a83f-0b3a2f7fd138,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:05:36.483Z,2024-03-28T01:26:55.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,40,NA,0.43,No,,,,NA,NA,NA,No,,,NA,
51bcc087-1a0b-480f-972a-a0b7d100fb7d,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:06:38.951Z,2024-03-28T01:26:57.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,41,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
928e2eef-550f-4106-8663-c2a7f0767374,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:07:33.413Z,2024-03-28T01:26:59.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,37,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
e1e54425-fd7e-4d80-a72a-7f659d8e9bee,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:09:09.923Z,2024-03-28T01:27:01.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.3,No,,,,NA,NA,NA,No,,,NA,
047d908c-f724-4232-b270-a085c625d655,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:10:39.232Z,2024-03-28T01:27:03.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,40,NA,0.45,No,,,,NA,NA,NA,No,,,NA,
fc467718-5cd5-4162-9656-fd750620e570,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:11:18.799Z,2024-03-28T01:27:05.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,38,NA,0.41,No,,,,NA,NA,NA,No,,,NA,
74912e1b-a9b8-4f6a-911f-652e37bb6ec6,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:12:17.539Z,2024-03-28T01:27:07.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.31,No,,,,NA,NA,NA,No,,,NA,
9092cfb5-b24e-4026-90a9-e88136f671f0,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:13:04.130Z,2024-03-28T01:27:09.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.52,No,,,,NA,NA,NA,No,,,NA,
3f9c1797-e62c-41fd-b078-361472c41b74,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:13:48.195Z,2024-03-28T01:27:11.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.55,No,,,,NA,NA,NA,No,,,NA,
4c49f1cd-50ae-4967-9b8e-7f99464d377b,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:14:32.541Z,2024-03-28T01:27:13.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.56,No,,,,NA,NA,NA,No,,,NA,
2b396a03-f6b3-48ac-885f-a0def8b1fe88,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:15:30.254Z,2024-03-28T01:27:15.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,42,NA,0.56,No,,,,NA,NA,NA,No,,,NA,
c7dbbde2-3304-4d40-94d3-50334dc003dd,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:19:01.346Z,2024-03-28T01:27:18.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,42,NA,0.48,No,,,,NA,NA,NA,No,,,NA,
7369c34b-230f-484e-aacb-d75dedbbbc16,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:20:37.091Z,2024-03-28T01:27:20.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.38,No,,,,NA,NA,NA,No,,,NA,
cc846985-c5de-436a-b402-e0d8b99b9bf3,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:21:14.249Z,2024-03-28T01:27:22.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.47,No,,,,NA,NA,NA,No,,,NA,
484d364d-4385-4f23-97d0-18cbab95d74b,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:22:15.634Z,2024-03-28T01:27:25.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
73f7f1ec-da98-4c0b-857b-3d3676fed4c9,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:22:46.153Z,2024-03-28T01:27:26.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.44,No,,,,NA,NA,NA,No,,,NA,
0eff341b-fb14-432b-b28e-a1bc803c4e72,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:23:33.645Z,2024-03-28T01:27:28.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
1bc312d2-e075-4eec-be0c-72f3cf1c6ab3,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:23:58.997Z,2024-03-28T01:27:31.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
ecb090b5-feed-4c7d-ac5f-765229251f2a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:24:24.549Z,2024-03-28T01:27:32.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,38,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
5bc63f0b-e5a4-458b-a814-c90df1945492,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:25:56.112Z,2024-03-28T01:27:34.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,32,NA,0.28,No,,,,NA,NA,NA,No,,,NA,
fbc8439d-eb0c-4d91-88b2-683c7bc95a75,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:26:56.845Z,2024-03-28T01:27:37.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,41,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
f124139b-67a0-476d-abe6-2514082240e9,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:27:20.668Z,2024-03-28T01:27:39.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.32,No,,,,NA,NA,NA,No,,,NA,
ff25b0e6-38b2-48dd-baae-44fdb4e5723f,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:28:14.041Z,2024-03-28T01:27:41.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.31,No,,,,NA,NA,NA,No,,,NA,
a8788050-8181-4cd2-af5e-88cce7ac6f26,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:30:16.720Z,2024-03-28T01:27:44.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
2d0a4fbe-7968-4763-a9e4-ab324b6d8eb3,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:31:25.892Z,2024-03-28T01:27:45.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.34,No,,,,NA,NA,NA,No,,,NA,
5e7c30e4-601b-4c26-92e1-02257bbb15a4,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:32:26.282Z,2024-03-28T01:27:47.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.32,No,,,,NA,NA,NA,No,,,NA,
e4885ad4-0441-4a2b-a28e-f03e1b4497ec,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:33:44.307Z,2024-03-28T01:27:50.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,49,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
67253f12-74cb-4431-b064-ab8232ce6485,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:34:15.387Z,2024-03-28T01:27:52.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.45,No,,,,NA,NA,NA,No,,,NA,
970bd713-a61f-43f9-b950-47fbc895f9a1,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:35:02.714Z,2024-03-28T01:27:53.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,32,NA,0.26,No,,,,NA,NA,NA,No,,,NA,
1eeeda89-3130-4ba3-8988-bd6f0657e4d1,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:36:53.374Z,2024-03-28T01:27:56.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.46,No,,,,NA,NA,NA,No,,,NA,
f416ed08-79df-43f0-98eb-11617108ea47,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:37:28.149Z,2024-03-28T01:27:58.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,36,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
f5645afe-fc5c-4a81-98de-11e66b14e34f,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:38:08.116Z,2024-03-28T04:29:33.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,38,NA,0.43,No,,,,NA,NA,NA,No,,,NA,
632b5be7-a8e1-4814-98ec-9ce4e2dacfc1,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:39:20.724Z,2024-03-28T04:29:35.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.33,No,,,,NA,NA,NA,No,,,NA,
352d2e59-ac40-4c15-83f8-c51acc4cee62,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:39:55.832Z,2024-03-28T04:29:37.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.39,No,,,,NA,NA,NA,No,,,NA,
1dfe554f-13d5-4977-8852-b0959426db19,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:40:39.503Z,2024-03-28T04:29:39.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
78f88b1b-781d-4362-8065-a8f701bb2714,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:41:18.440Z,2024-03-28T04:29:41.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
a7281630-446e-4775-a15d-7e501178ce1c,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:42:23.413Z,2024-03-28T04:29:43.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.28,No,,,,NA,NA,NA,No,,,NA,
656a1c10-f8fe-47e4-b7ff-62229b9820f2,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:43:17.539Z,2024-03-28T04:29:45.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,42,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
109c0269-7709-47ca-a439-cf0d4b90e1d9,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:43:41.271Z,2024-03-28T04:29:47.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.43,No,,,,NA,NA,NA,No,,,NA,
41ef53ea-2ed4-4045-9a9e-3a6b05be8db4,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:44:40.480Z,2024-03-28T04:29:49.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,39,NA,0.45,No,,,,NA,NA,NA,No,,,NA,
1e26c6e6-e4bd-42a9-8ce5-cafcbbff0f77,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:48:07.236Z,2024-03-28T04:29:51.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.6,No,,,,NA,NA,NA,Yes,SJF24-03-22-1,Random,NA,
702c18ae-b184-47b7-9a17-938774c5f5a9,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:48:56.886Z,2024-03-28T04:30:14.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,41,NA,0.38,No,,,,NA,NA,NA,Yes,SJF24-03-22-2,Random,NA,
4715a7ed-179d-4aeb-8d9d-6936ba144096,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:49:47.480Z,2024-03-28T04:29:53.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
6d006754-903c-4987-b43a-27802ca59bd5,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:50:39.518Z,2024-03-28T04:29:55.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,33,NA,0.31,No,,,,NA,NA,NA,No,,,NA,
874a87a3-7fbf-4bb7-9d07-6b2d9d975457,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:51:32.767Z,2024-03-28T04:29:57.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.45,No,,,,NA,NA,NA,No,,,NA,
68fb5e91-8a00-4f74-b888-6f1de21470be,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:52:08.490Z,2024-03-28T04:30:00.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.32,No,,,,NA,NA,NA,No,,,NA,
38bdcfc1-dd85-4ecb-936e-71f5de223967,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:53:32.683Z,2024-03-28T04:30:02.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,32,NA,0.3,No,,,,NA,NA,NA,No,,,NA,
bf03debb-0ec4-4de9-b90a-c361d643bce6,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:55:05.758Z,2024-03-28T04:30:04.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,39,NA,0.48,No,,,,NA,NA,NA,No,,,NA,
d67a7c30-cf25-4d3d-8f17-29c125cececf,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:55:46.698Z,2024-03-28T04:30:07.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,38,NA,0.48,No,,,,NA,NA,NA,No,,,NA,
9d39da3a-2611-4a2d-9b6a-d13d4791b35e,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:56:13.664Z,2024-03-28T04:30:09.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.32,No,,,,NA,NA,NA,No,,,NA,
02c0ac51-7f28-4a03-b1ff-a04e67ac7263,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:56:48.334Z,2024-03-28T04:30:11.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.27,No,,,,NA,NA,NA,No,,,NA,
bbf05c08-9383-4487-bc19-e20458b1499a,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:57:56.226Z,2024-03-28T04:30:16.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,36,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
05f73403-558b-4464-9fca-24da9967c9e6,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T17:58:48.083Z,2024-03-28T04:30:18.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,36,NA,0.37,No,,,,NA,NA,NA,No,,,NA,
7ee68e2d-4f57-434e-aaec-b47c52d2fd35,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:00:47.229Z,2024-03-28T04:30:20.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.33,No,,,,NA,NA,NA,No,,,NA,
d6d9e9a8-44fc-4ba3-bfa6-2a99da2c3194,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:01:11.814Z,2024-03-28T04:30:22.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,38,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
3b0a4b99-9ebf-4a00-85a6-3524f1dd4530,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:01:37.164Z,2024-03-28T04:30:24.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.38,No,,,,NA,NA,NA,No,,,NA,
3998f64e-502c-4066-9456-d8722aa7397f,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:03:33.735Z,2024-03-28T04:30:26.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,41,NA,0.53,No,,,,NA,NA,NA,Yes,SJF24-03-22-03,Random,NA,
8190397c-7aee-4a66-9c57-5f2c7a519493,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:04:09.197Z,2024-03-28T04:30:28.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,35,NA,0.31,No,,,,NA,NA,NA,No,,,NA,
966244a8-b6b4-4d5e-8e52-c754d9ae8ce6,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:04:45.253Z,2024-03-28T04:30:30.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,41,NA,0.46,No,,,,NA,NA,NA,No,,,NA,
0c6d9eee-6e42-4baf-89d9-b8d6fdb012c8,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:05:20.712Z,2024-03-28T04:30:32.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,40,NA,0.42,No,,,,NA,NA,NA,No,,,NA,
c2b5d2ee-8ac1-45a1-bf5a-ca3caff6be59,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:08:53.480Z,2024-03-28T04:30:34.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.35,No,,,,NA,NA,NA,No,,,NA,
8f013cc9-3758-4b09-ba41-0672d1c85cef,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:09:34.096Z,2024-03-28T04:30:36.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,39,NA,0.45,No,,,,NA,NA,NA,No,,,NA,
37f6a54d-e6de-4cd3-9d6a-67f1d4b0cdeb,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:10:48.105Z,2024-03-28T04:30:39.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,37,NA,0.36,No,,,,NA,NA,NA,No,,,NA,
0fce4d8b-8c19-444f-a64e-e2993b99a4c5,47dac381-05f1-4a60-8bcc-8b6d170861f4,2024-03-21T18:11:45.856Z,2024-03-28T04:30:41.000Z,research@pacheedaht.ca,Chum Fry,Chum,Fry,NA,Not clipped,42,NA,0.4,No,,,,NA,NA,NA,No,,,NA,
0c36b4ba-ae01-4f44-b007-f04bbe54f084,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T16:52:05.753Z,2024-03-28T04:30:55.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,42,NA,0.7,No,,,,NA,NA,NA,No,,,NA,
a27fefa7-6c23-45dc-bcd8-8aebb232ec68,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T16:53:17.207Z,2024-03-28T04:30:57.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,34,NA,0.34,No,,,,NA,NA,NA,No,,,NA,
e53e0321-c178-4ce9-a812-ebc841c675d2,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T16:54:56.487Z,2024-03-28T04:30:59.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,37,NA,0.46,No,,,,NA,NA,NA,No,,,NA,
f973bca1-459c-435c-bc90-d23d02bf02b9,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T16:56:00.440Z,2024-03-28T04:31:01.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.54,No,,,,NA,NA,NA,No,,,NA,
94366f41-16a1-4b14-8fb7-7d7ccfa75482,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T16:57:31.733Z,2024-03-28T04:31:04.000Z,research@pacheedaht.ca,Coho Fry,Coho,Fry,NA,Not clipped,35,NA,0.41,No,,,,NA,NA,NA,No,,,NA,
077efa97-88d5-4d4c-ae4b-1ad3818204ab,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T16:59:26.962Z,2024-03-28T04:31:06.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,40,NA,0.47,No,,,,NA,NA,NA,No,,,NA,
07791050-2cac-4e27-8809-7b91df088993,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T17:02:34.297Z,2024-03-28T04:31:07.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,74,NA,3.9,No,,,,NA,NA,NA,No,,,NA,
6dbe36d7-d643-4acf-95d0-0269c64634cd,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T17:03:32.010Z,2024-03-28T04:32:59.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,70,NA,3.72,No,,,,NA,NA,NA,No,,,NA,
9a4b3bb1-3fa9-42cd-a363-8f58a3c96d75,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T17:04:48.563Z,2024-03-28T04:33:01.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,78,NA,4.9,No,,,,NA,NA,NA,No,,,NA,
6a43ff36-1cc1-4f72-90c5-2481bab472b3,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T17:06:29.775Z,2024-03-28T04:33:03.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,88,NA,8.24,No,,,,NA,NA,NA,No,,,NA,
fb969060-f4c5-449f-a510-20f2d7c1cc04,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T17:07:49.168Z,2024-03-28T04:33:05.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,85,NA,6.13,No,,,,NA,NA,NA,No,,,NA,
0da98a6a-7c5f-4d2c-b7af-f439d9c3808a,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T17:09:11.693Z,2024-03-28T04:33:07.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,85,NA,6.46,No,,,,NA,NA,NA,No,,,NA,
caf5c4c6-204c-4a8b-8306-2b76c8ccf620,cca7a234-8d45-4b16-8157-324a632b89d8,2024-03-26T17:11:48.427Z,2024-03-28T04:33:09.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,125,NA,18.31,No,,,,NA,NA,NA,No,,,NA,
b1c44c7e-45ad-418c-afeb-90cb9e131988,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:16:39.866Z,2024-03-28T04:33:18.000Z,research@pacheedaht.ca,Chinook Fry,Chinook,Fry,NA,Not clipped,42,NA,0.63,No,,,,NA,NA,NA,No,,,NA,
426332af-9296-4280-b45a-847f0b7c44d9,7f5f0f90-dd40-4831-8a1f-2d82116aa00d,2024-03-27T16:18:03.709Z,2024-03-28T04:33:20.000Z,research@pacheedaht.ca,Coho Smolt,Coho,Smolt,NA,Not clipped,83,NA,6.32,No,,,,NA,NA,NA,No,,,NA,
